model,dataset,seed,variant,split,run_id,log_path,hparams,HR@10,HR@20,HR@5,HR@50,NDCG@10,NDCG@20,NDCG@5,NDCG@50
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time1_latent1_ssffn1,dev,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__421ba36ee4,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__421ba36ee4.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8053,0.9019,0.6777,0.9806,0.5519,0.5764,0.5102,0.5923
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time1_latent1_ssffn1,test,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__421ba36ee4,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__421ba36ee4.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7758,0.8775,0.6313,0.9687,0.5188,0.5446,0.4717,0.563
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__ceac21d222,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__ceac21d222.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8146,0.9049,0.6997,0.9804,0.5634,0.5864,0.526,0.6017
FuXiAlpha,MovieLens_1M_ep50_abla,1,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__ceac21d222,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__ceac21d222.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7804,0.8833,0.6579,0.9712,0.5368,0.5629,0.4971,0.5807
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos0_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__5d287707d9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__5d287707d9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.816,0.9087,0.6949,0.9788,0.5676,0.5912,0.5283,0.6054
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos0_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__5d287707d9,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=0__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__5d287707d9.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=0;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7864,0.8822,0.6563,0.9702,0.5317,0.5559,0.4893,0.5736
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__93dd4dc699,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__93dd4dc699.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8106,0.9024,0.6899,0.9775,0.5605,0.5838,0.5213,0.5989
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__93dd4dc699,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_single_stage_ff__93dd4dc699.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7746,0.8769,0.648,0.9708,0.5245,0.5506,0.4834,0.5695
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c4a501be86,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c4a501be86.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8169,0.9062,0.6982,0.978,0.5699,0.5925,0.5311,0.607
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c4a501be86,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c4a501be86.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7839,0.8802,0.6603,0.9705,0.5374,0.5619,0.4973,0.5801
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time1_latent1_ssffn1,dev,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c8f341bb7a,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c8f341bb7a.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8079,0.8991,0.67,0.9786,0.5485,0.5717,0.5037,0.5878
FuXiAlpha,MovieLens_1M_ep50_abla,2,pos1_time1_latent1_ssffn1,test,FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c8f341bb7a,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_abla__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_single_stage_ff__c8f341bb7a.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=1;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7663,0.8745,0.6314,0.9693,0.5151,0.5427,0.4714,0.5618
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,0,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__544231c97b,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__544231c97b.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8179,0.9019,0.6995,0.979,0.5686,0.5901,0.5301,0.6057
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,0,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__544231c97b,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__544231c97b.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7837,0.8868,0.6603,0.9732,0.5367,0.5629,0.4965,0.5803
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__04b62a9e00,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__04b62a9e00.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.823,0.9098,0.6977,0.9799,0.5725,0.5946,0.5318,0.6087
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__04b62a9e00,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__0__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__04b62a9e00.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.792,0.8861,0.668,0.9746,0.5438,0.5677,0.5037,0.5855
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,1,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__42b670dead,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__42b670dead.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8184,0.9087,0.6884,0.9796,0.5639,0.5869,0.5218,0.6012
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,1,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__42b670dead,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__42b670dead.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7822,0.8838,0.6526,0.9748,0.5331,0.559,0.4911,0.5773
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,1,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__7d2739e137,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__7d2739e137.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8136,0.9062,0.6932,0.9811,0.5646,0.5884,0.5255,0.6035
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,1,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__7d2739e137,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__1__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__7d2739e137.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7855,0.8863,0.6561,0.9753,0.5342,0.5598,0.492,0.5777
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,2,pos1_time0_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__b684d5b7ac,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__b684d5b7ac.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8149,0.9039,0.6967,0.9796,0.572,0.5946,0.5335,0.6099
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,2,pos1_time0_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__b684d5b7ac,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=0__fuxi_use_latent=1__fuxi_s__b684d5b7ac.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=0;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7879,0.8876,0.6579,0.9718,0.5411,0.5664,0.499,0.5834
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,2,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__c60e0ffc01,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__c60e0ffc01.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.8228,0.909,0.702,0.9801,0.5724,0.5943,0.5333,0.6087
FuXiAlpha,MovieLens_1M_ep50_h50_full_vs_wotime,2,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__c60e0ffc01,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ep50_h50_full_vs_wotime__2__lr=0.001__l2=0.0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi_s__c60e0ffc01.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0.0;lr=0.001;num_heads=4;num_layers=1,0.7904,0.8868,0.6619,0.9763,0.5408,0.5653,0.499,0.5833
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=2__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi___acb52b3894,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=2__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi___acb52b3894.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=2;num_layers=1,0.7454,0.8745,0.589,,0.4674,0.5004,0.4168,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=2__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi___acb52b3894,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_big_s0_e30__0__lr=0.001__l2=0__emb_size=64__num_layers=1__num_heads=2__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent=1__fuxi___acb52b3894.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.001;num_heads=2;num_layers=1,0.7043,0.8406,0.5449,,0.4389,0.4736,0.3873,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__60afd624ba,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__60afd624ba.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.8169,0.9026,0.6934,,0.5654,0.5872,0.5253,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__60afd624ba,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__60afd624ba.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.7826,0.8777,0.6545,,0.5328,0.557,0.491,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__988ebd3f1c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__988ebd3f1c.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.817,0.9079,0.6954,,0.5621,0.5851,0.5225,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,test,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__988ebd3f1c,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=1__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__988ebd3f1c.txt,attn_dropout=0.1;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=1,0.7761,0.8837,0.6569,,0.5327,0.5602,0.4941,
FuXiAlpha,MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0,0,pos1_time1_latent1_ssffn0,dev,FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1027c77b42,..\log\FuXiAlpha\FuXiAlpha__MovieLens_1M_ml1m_fuxi_sweep_s0_e30_small12_ss0__0__lr=0.0005__l2=0__emb_size=64__num_layers=2__num_heads=4__fuxi_use_pos=1__fuxi_use_time=1__fuxi_use_latent__1027c77b42.txt,attn_dropout=0.0;emb_size=64;fuxi_single_stage_ffn=0;fuxi_use_latent=1;fuxi_use_pos=1;fuxi_use_time=1;l2=0;lr=0.0005;num_heads=4;num_layers=2,0.8154,0.9059,0.6924,,0.5628,0.5858,0.5225,
